lemma_plural,lemma_singular,classification
sub-ramos,sub-ramo,N+XN:mp
sub-raça,sub-raça,N+XN:fs
sub-raças,sub-raça,N+XN:fp
sub-regionais,sub-regional,A+XA:mp:fp
sub-regional,sub-regional,A+XA:ms:fs
sub-região,sub-região,N+XN:fs
sub-regiões,sub-região,N+XN:fp
sub-reitor,sub-reitor,N+XN:ms
sub-reitores,sub-reitor,N+XN:mp
sub-reitoria,sub-reitoria,N+XN:fs
sub-reitorias,sub-reitoria,N+XN:fp
sub-remunerada,sub-remunerado,A+XA:fs
sub-remuneradas,sub-remunerado,A+XA:fp
sub-remunerado,sub-remunerado,A+XA:ms
sub-remunerados,sub-remunerado,A+XA:mp
sub-repasse,sub-repasse,N+XN:ms
sub-repasses,sub-repasse,N+XN:mp
sub-repticiamente,sub-repticiamente,ADV+XADV
sub-reptícia,sub-reptício,A+XA:fs
sub-reptícias,sub-reptício,A+XA:fp
sub-reptício,sub-reptício,A+XA:ms
sub-reptícios,sub-reptício,A+XA:mp
sub-repção,sub-repção,N+XN:fs
sub-repções,sub-repção,N+XN:fp
sub-rogado,sub-rogado,A+XA:ms
sub-rogador,sub-rogador,A+XA:ms
sub-rogadora,sub-rogador,A+XA:fs
sub-rogadoras,sub-rogador,A+XA:fp
sub-rogadores,sub-rogador,A+XA:mp
sub-rogados,sub-rogado,A+XA:mp
sub-rogante,sub-rogante,A+XA:ms:fs
sub-rogantes,sub-rogante,A+XA:mp:fp
sub-rogatória,sub-rogatório,A+XA:fs
sub-rogatórias,sub-rogatório,A+XA:fp
sub-rogatório,sub-rogatório,A+XA:ms
sub-rogatórios,sub-rogatório,A+XA:mp
sub-rogação,sub-rogação,N+XN:fs
sub-rogações,sub-rogação,N+XN:fp
sub-rogáveis,sub-rogável,A+XA:mp:fp
sub-rogável,sub-rogável,A+XA:ms:fs
sub-rostrada,sub-rostrado,A+XA:fs
sub-rostradas,sub-rostrado,A+XA:fp
sub-rostrado,sub-rostrado,A+XA:ms
sub-rostrados,sub-rostrado,A+XA:mp
sub-rotina,sub-rotina,N+XN:fs
sub-rotinas,sub-rotina,N+XN:fp
sub-rotunda,sub-rotundo,A+XA:fs
sub-rotundas,sub-rotundo,A+XA:fp
sub-rotundo,sub-rotundo,A+XA:ms
sub-rotundos,sub-rotundo,A+XA:mp
sul-africana,sul-africano,A+NA:fs
sul-africanas,sul-africano,A+NA:fp
sul-africano,sul-africano,A+NA:ms
sul-africanos,sul-africano,A+NA:mp
sul-americana,sul-americano,A+NA:fs
sul-americanas,sul-americano,A+NA:fp
sul-americano,sul-americano,A+NA:ms
sul-americanos,sul-americano,A+NA:mp
sul-asiático,sul-asiático,A+NA:ms
sul-asiáticos,sul-asiático,A+NA:mp
sul-coreana,sul-coreano,A+NA:fs
sul-coreanas,sul-coreano,A+NA:fp
sul-coreano,sul-coreano,A+NA:ms
sul-coreanos,sul-coreano,A+NA:mp
sul-mato-grossense,sul-mato-grossense,A+NNA:ms:fs
sul-mato-grossenses,sul-mato-grossense,A+NNA:mp:fp
sul-rio-grandense,sul-rio-grandense,A+NNA:ms:fs
sul-rio-grandenses,sul-rio-grandense,A+NNA:mp:fp
super-herói,super-herói,N+XN:ms
super-heróis,super-herói,N+XN:mp
super-heteródino,super-heteródino,N+XN:ms
super-heteródinos,super-heteródino,N+XN:mp
super-hidratação,super-hidratação,N+XN:fs
super-hidratações,super-hidratação,N+XN:fp
super-homem,super-homem,N+XN:ms
super-homens,super-homem,N+XN:mp
super-humana,super-humano,A+XA:fs
super-humanas,super-humano,A+XA:fp
super-humano,super-humano,A+XA:ms
super-humanos,super-humano,A+XA:mp
super-realismo,super-realismo,N+XN:ms
super-realismos,super-realismo,N+XN:mp
super-realista,super-realista,A+XA:ms:fs
super-realistas,super-realista,A+XA:mp:fp
supra-axilar,supra-axilar,A+XA:ms:fs
supra-axilares,supra-axilar,A+XA:mp:fp
supra-excitante,supra-excitante,A+XA:ms:fs
supra-excitantes,supra-excitante,A+XA:mp:fp
supra-excitação,supra-excitação,A+XN:ms:fs
supra-excitação,supra-excitação,N+XN:ms
supra-excitações,supra-excitação,A+XN:mp:fp
supra-excitações,supra-excitação,N+XN:mp
supra-hepática,supra-hepático,A+XA:fs
supra-hepáticas,supra-hepático,A+XA:fp
supra-hepático,supra-hepático,A+XA:ms
supra-hepáticos,supra-hepático,A+XA:mp
supra-homem,supra-homem,N+XN:ms
supra-homens,supra-homem,N+XN:mp
supra-humana,supra-humano,A+XA:fs
supra-humanas,supra-humano,A+XA:fp
supra-humanismo,supra-humanismo,N+XN:ms
supra-humanismos,supra-humanismo,N+XN:mp
supra-humano,supra-humano,A+XA:ms
supra-humanos,supra-humano,A+XA:mp
supra-orbitária,supra-orbitário,A+XA:fs
supra-orbitárias,supra-orbitário,A+XA:fp
supra-orbitário,supra-orbitário,A+XA:ms
supra-orbitários,supra-orbitário,A+XA:mp
supra-realismo,supra-realismo,N+XN:ms
supra-realismos,supra-realismo,N+XN:mp
supra-realista,supra-realista,A+XA:ms:fs
supra-realistas,supra-realista,A+XA:mp:fp
supra-renais,supra-renal,A+XA:mp:fp
supra-renal,supra-renal,A+XA:ms:fs
supra-segmentais,supra-segmental,A+XA:mp:fp
supra-segmental,supra-segmental,A+XA:ms:fs
supra-sensíveis,supra-sensível,A+XA:mp:fp
supra-sensível,supra-sensível,A+XA:ms:fs
supra-sumo,supra-sumo,N+XN:ms
supra-sumos,supra-sumo,N+XN:mp
surda-muda,surdo-mudo,A+AA:fs
surdas-mudas,surdo-mudo,A+AA:fp
surdo-mudez,surdo-mudez,N+AN:fs
surdo-mudezes,surdo-mudez,N+AN:fp
surdo-mudo,surdo-mudo,A+AA:ms
surdos-mudos,surdo-mudo,A+AA:mp
sádico-anais,sádico-anal,A+NA:mp:fp
sádico-anal,sádico-anal,A+NA:ms:fs
são-beneditense,são-beneditense,A+NA:ms:fs
são-beneditenses,são-beneditense,A+NA:mp:fp
são-bentense,são-bentense,A+NA:ms:fs
são-bentenses,são-bentense,A+NA:mp:fp
são-bento-nortense,são-bento-nortense,A+NAA:ms:fs
são-bento-nortenses,são-bento-nortense,A+NAA:mp:fp
são-bentuense,são-bentuense,A+NA:ms:fs
são-bentuenses,são-bentuense,A+NA:mp:fp
são-bernardense,são-bernardense,A+NA:ms:fs
são-bernardenses,são-bernardense,A+NA:mp:fp
são-borjense,são-borjense,A+NA:ms:fs
são-borjenses,são-borjense,A+NA:mp:fp
são-braense,são-braense,A+NA:ms:fs
são-braenses,são-braense,A+NA:mp:fp
são-caetanense,são-caetanense,A+NA:ms:fs
são-caetanenses,são-caetanense,A+NA:mp:fp
são-carlense,são-carlense,A+NA:ms:fs
são-carlenses,são-carlense,A+NA:mp:fp
são-cristovense,são-cristovense,A+NA:ms
são-cristovenses,são-cristovense,A+NA:mp
são-dominguense,são-dominguense,A+NA:ms:fs
são-dominguenses,são-dominguense,A+NA:mp:fp
são-felicense,são-felicense,A+NA:ms:fs
são-felicenses,são-felicense,A+NA:mp:fp
são-francisquense,são-francisquense,A+NA:ms:fs
são-francisquenses,são-francisquense,A+NA:mp:fp
são-geraldense,são-geraldense,A+NA:ms:fs
são-geraldenses,são-geraldense,A+NA:mp:fp
são-gonçalense,são-gonçalense,A+NA:ms:fs
são-gonçalenses,são-gonçalense,A+NA:mp:fp
são-gotardense,são-gotardense,A+NA:ms:fs
são-gotardenses,são-gotardense,A+NA:mp:fp
são-joanense,são-joanense,A+NA:ms:fs
são-joanenses,são-joanense,A+NA:mp:fp
são-joaquinense,são-joaquinense,A+NA:ms:fs
são-joaquinenses,são-joaquinense,A+NA:mp:fp
são-joseense,são-joseense,A+NA:ms:fs
são-joseenses,são-joseense,A+NA:mp:fp
são-joão,são-joão,N+AN:ms
são-joões,são-joão,N+AN:mp
são-lourencense,são-lourencense,A+NA:ms:fs
são-lourencenses,são-lourencense,A+NA:mp:fp
são-luisense,são-luisense,A+NA:ms:fs
são-luisenses,são-luisense,A+NA:mp:fp
são-mamedense,são-mamedense,A+NA:ms:fs
são-mamedenses,são-mamedense,A+NA:mp:fp
são-manuelense,são-manuelense,A+NA:ms:fs
são-manuelenses,são-manuelense,A+NA:mp:fp
são-marinense,são-marinense,A+NA:ms:fs
são-marinenses,são-marinense,A+NA:mp:fp
são-mateuense,são-mateuense,A+NA:ms:fs
são-mateuenses,são-mateuense,A+NA:mp:fp
são-miguelense,são-miguelense,A+NA:ms:fs
são-miguelenses,são-miguelense,A+NA:mp:fp
são-paulina,são-paulino,A+NA:fs
são-paulinas,são-paulino,A+NA:fp
são-paulino,são-paulino,A+NA:ms
são-paulinos,são-paulino,A+NA:mp
são-pedrense,são-pedrense,A+NA:ms:fs
são-pedrenses,são-pedrense,A+NA:mp:fp
são-tiaguense,são-tiaguense,A+NA:ms:fs
são-tiaguenses,são-tiaguense,A+NA:mp:fp
são-tomeense,são-tomeense,A+NA:ms:fs
são-tomeenses,são-tomeense,A+NA:mp:fp
são-tomense,são-tomense,A+NA:ms:fs
são-tomenses,são-tomense,A+NA:mp:fp
sírio-libanesa,sírio-libanesa,A+NA:fs
sírio-libanesas,sírio-libanês,A+NA:fp
sírio-libaneses,sírio-libanês,A+NA:mp
sírio-libanês,sírio-libanês,A+NA:ms
sítio-novense,sítio-novense,A+NA:ms:fs
sítio-novenses,sítio-novense,A+NA:mp:fp
sócio-gerente,sócio-gerente,N+NA:ms
sóciopolítica,sóciopolítico,A+NA:fs
sóciopolíticas,sóciopolítico,A+NA:fp
sóciopolítico,sóciopolítico,A+NA:ms
sóciopolíticos,sóciopolítico,A+NA:mp
sócios-gerentes,sócio-gerente,N+NA:mp
súpero-laterais,súpero-lateral,A+NA:mp:fp
súpero-lateral,súpero-lateral,A+NA:ms:fs
tamanho-família,tamanho-família,A+NN:ms:mp:fs:fp
tange-fole,tange-fole,N+VN:ms
tange-foles,tange-fole,N+VN:mp
tapa-buraco,tapa-buraco,N+VN:ms:mp:fs:fp
tapa-buracos,tapa-buracos,N+VN:ms:mp
tapa-olho,tapa-olho,N+VN:ms
tapa-olhos,tapa-olho,N+VN:mp
te-déum,te-déum,N+PN:ms
te-déuns,te-déum,N+PN:mp
teatro-revista,teatro-revista,N+NN:ms
teatros-revista,teatro-revista,N+NN:mp
teatros-revistas,teatro-revista,N+NN:mp
teco-teco,teco-teco,N+NN:ms
teco-tecos,teco-teco,N+NN:mp
teen-ager,teen-ager,N+NN:ms:fs
teixeira-soarense,teixeira-soarense,A+NA:ms:fs
teixeira-soarenses,teixeira-soarense,A+NA:mp:fp
telefone-sem-fio,telefone-sem-fio,N+NPN:ms
telefones-sem-fio,telefone-sem-fio,N+NPN:mp
telegrama-sem-fio,telegrama-sem-fio,N+NPN:ms
telegramas-sem-fio,telegrama-sem-fio,N+NPN:mp
telha-vã,telha-vã,N+NA:fs
telhas-vãs,telha-vã,N+NA:fp
tempo-quente,tempo-quente,N+NA:ms
tempos-quentes,tempo-quente,N+NA:mp
tenente-coronel,tenente-coronel,N+NN:ms
tenente-general,tenente-general,N+NN:ms
tenentes-coronéis,tenente-coronel,N+NN:mp
tenentes-generais,tenente-general,N+NN:mp
terceiro-mundista,terceiro-mundista,A+DETA:ms:fs
terceiro-mundistas,terceiro-mundista,A+DETA:mp:fp
terminais-impressores,terminal-impressor,N+NA:mp
terminais-remotos,terminal-remoto,N+NA:mp
terminal-impressor,terminal-impressor,N+NA:ms
terminal-remoto,terminal-remoto,N+NA:ms
terra-a-terra,terra-a-terra,A+NPN:ms:mp:fs:fp
terra-riquense,terra-riquense,A+NA:ms:fs
terra-riquenses,terra-riquense,A+NA:mp:fp
terra-roxense,terra-roxense,A+NA:ms:fs
terra-roxenses,terra-roxense,A+NA:mp:fp
terça-feira,terça-feira,N+DETN:fs
terças-feiras,terça-feira,N+DETN:fp
testa-de-ferro,testa-de-ferro,N+NDN:ms
testas-de-ferro,testa-de-ferro,N+NDN:mp
testemunha-de-jeová,testemunha-de-jeová,N+NDN:ms:fs
testemunhas-de-jeová,testemunha-de-jeová,N+NDN:mp:fp
teuto-brasileira,teuto-brasileiro,A+NA:fs
teuto-brasileiras,teuto-brasileiro,A+NA:fp
teuto-brasileiro,teuto-brasileiro,A+NA:ms
teuto-brasileiros,teuto-brasileiro,A+NA:mp
texto-legenda,texto-legenda,N+NN:ms
textos-legendas,texto-legenda,N+NN:mp
teófilo-otonense,teófilo-otonense,A+NA:ms:fs
teófilo-otonenses,teófilo-otonense,A+NA:mp:fp
tia-avó,tia-avó,N+NN:fs
tias-avós,tia-avó,N+NN:fp
tico-tico,tico-tico,N+NN:ms
tico-ticos,tico-tico,N+NN:mp
time-sharing,time-sharing,N+NN:ms
tio-avô,tio-avô,N+NN:ms
tios-avós,tio-avô,N+NN:mp
tios-avôs,tio-avô,N+NN:mp
tique-taque,tique-taque,N+NN:ms
tique-taques,tique-taque,N+NN:mp
tique-tique,tique-tique,N+NN:ms
tique-tiques,tique-tique,N+NN:mp
tira-dúvidas,tira-dúvidas,N+VN:ms:mp
tira-gosto,tira-gosto,N+VN:ms
tira-gostos,tira-gosto,N+VN:mp
tira-linhas,tira-linhas,N+VN:ms:mp
tira-manchas,tira-manchas,N+VN:ms:mp
tira-provas,tira-provas,N+VN:ms:mp
tira-teimas,tira-teimas,N+VN:mp:fp
tiro-de-guerra,tiro-de-guerra,N+NDN:ms
tiros-de-guerra,tiro-de-guerra,N+NDN:mp
toca-discos,toca-discos,N+VN:mp
toca-fitas,toca-fitas,N+VN:ms:mp
todo-poderosa,todo-poderoso,A+ADVA:fs
todo-poderosas,todo-poderoso,A+ADVA:fp
todo-poderoso,todo-poderoso,A+ADVA:ms
todo-poderosos,todo-poderoso,A+ADVA:mp
tomara-que-caia,tomara-que-caia,A+NPROV:ms:fs
topa-tudo,topa-tudo,N+VPRO:ms:mp
toque-toque,toque-toque,N+NN:ms
toque-toques,toque-toque,N+NN:mp
torna-viagem,torna-viagem,N+VN:fs
torna-viagens,torna-viagem,N+VN:fp
traquéia-artéria,traquéia-artéria,N+NN:fs
treme-treme,treme-treme,N+VV:ms
treme-tremes,treme-treme,N+VV:mp
tremes-tremes,treme-treme,N+VV:mp
trinca-ferro,trinca-ferro,N+VN:ms
trinca-ferros,trinca-ferro,N+VN:mp
trinta-e-dois,trinta-e-dois,N+DETCONJDET:ms:mp
trinta-e-oito,trinta-e-oito,N+DETCONJDET:ms:mp
trinta-e-um,trinta-e-um,N+DETCONJDET:ms:mp
troca-troca,troca-troca,N+VV:ms
troca-trocas,troca-troca,N+VV:mp
três-lagoense,três-lagoense,A+NA:ms:fs
três-lagoenses,três-lagoense,A+NA:mp:fp
três-maiense,três-maiense,A+NA:ms:fs
três-maienses,três-maiense,A+NA:mp:fp
três-marias,três-marias,N+DETN:fp
três-passense,três-passense,A+NA:ms:fs
tsé-tsé,tsé-tsé,N+NN:fs
tsé-tsés,tsé-tsé,N+NN:fp
tupi-guarani,tupi-guarani,A+NA:ms:fs
tupi-guarani,tupi-guarani,N+NA:ms:fs
tupi-guaranis,tupi-guarani,A+NA:mp:fp
tupis-guarani,tupi-guarani,A+NA:mp:fp
tupis-guaranis,tupi-guarani,N+NA:mp:fp
tuta-e-meia,tuta-e-meia,N+NCONJDET:fs
tuta-e-meias,tuta-e-meia,N+NCONJDET:fp
tão-somente,tão-somente,ADV+ADVADV
tão-só,tão-só,ADV+ADVA
téu-téu,téu-téu,N+NN:ms
téu-téus,téu-téu,N+NN:mp
tête-à-tête,tête-à-tête,N+NPN:ms
ultra-realista,ultra-realista,N+XA:ms:fs
ultra-romantismo,ultra-romantismo,N+XN:ms
ultra-romantismos,ultra-romantismo,N+XN:mp
ultra-romântica,ultra-romântico,A+XA:fs
ultra-românticas,ultra-romântico,A+XA:fp
ultra-romântico,ultra-romântico,A+XA:ms
ultra-românticos,ultra-romântico,A+XA:mp
ultra-secreto,ultra-secreto,A+XA:ms
ultra-secretos,ultra-secreto,A+XA:mp
ultra-sensíveis,ultra-sensível,A+XA:mp:fp
ultra-sensível,ultra-sensível,A+XA:ms:fs
ultra-sofisticado,ultra-sofisticado,A+XA:ms
ultra-sofisticados,ultra-sofisticado,A+XA:mp
ultra-som,ultra-som,N+XN:ms
ultra-sonografia,ultra-sonografia,N+XN:fs
ultra-sonografias,ultra-sonografia,N+XN:fp
ultra-sonoterapia,ultra-sonoterapia,N+XN:fs
ultra-sonoterapias,ultra-sonoterapia,N+XN:fp
ultra-sons,ultra-som,N+XN:mp
unha-de-fome,unha-de-fome,A+NDN:ms:fs
unhas-de-fome,unhas-de-fome,A+NDN:mp:fp
união-vitoriense,união-vitoriense,A+NA:ms:fs
união-vitorienses,união-vitoriense,A+NA:mp:fp
uralo-altaica,uralo-altaico,A+NA:fs
uralo-altaicas,uralo-altaico,A+NA:fp
uralo-altaico,uralo-altaico,A+NA:ms
uralo-altaicos,uralo-altaico,A+NA:mp
urbano-santense,urbano-santense,A+NA:ms:fs
urbano-santenses,urbano-santense,A+NA:mp:fp
vaca-fria,vaca-fria,N+NA:fs
vaca-preta,vaca-preta,N+NA:fs
vacas-pretas,vaca-preta,N+NA:fp
vaga-lume,vaga-lume,N+VN:ms
vaga-lumes,vaga-lume,N+VN:mp
vagão-leito,vagão-leito,N+NN:ms
vagões-leitos,vagão-leito,N+NN:mp
vai-e-vem,vai-e-vem,N+VCONJV:ms:mp
vai-não-vai,vai-não-vai,N+VADVV:ms:mp
vala-sousense,vala-sousense,A+NA:ms:fs
vala-sousenses,vala-sousense,A+NA:mp:fp
vale-refeição,vale-refeição,N+VN:ms
vale-transporte,vale-transporte,N+VN:ms
vale-tudo,vale-tudo,N+VPRO:ms:mp
valentim-gentilense,valentim-gentilense,A+NA:ms:fs
valentim-gentilenses,valentim-gentilense,A+NA:mp:fp
vales-refeições,vale-refeição,N+VN:mp
vales-transportes,vale-transporte,N+VN:mp
vargem-alegrense,vargem-alegrense,A+NA:ms:fs
vargem-alegrenses,vargem-alegrense,A+NA:mp:fp
vargem-grandense,vargem-grandense,A+NA:ms:fs
vargem-grandenses,vargem-grandense,A+NA:mp:fp
varre-saiense,varre-saiense,A+NA:ms:fs
varre-saienses,varre-saiense,A+NA:mp:fp
vassoura-de-bruxa,vassoura-de-bruxa,N+NDN:fs
vassouras-de-bruxa,vassoura-de-bruxa,N+NDN:fp
vaza-barris,vaza-barris,N+VN:ms:mp
velha-guarda,velha-guarda,N+AN:fs:fp
venda-florense,venda-florense,A+NA:ms:fs
venda-florenses,venda-florense,A+NA:mp:fp
vento-virado,vento-virado,N+NA:ms
ventos-virados,vento-virado,N+NA:mp
venâncio-airense,venâncio-airense,A+NA:ms:fs
venâncio-airenses,venâncio-airense,A+NA:mp:fp
vera-cruzense,vera-cruzense,A+NA:ms:fs
vera-cruzenses,vera-cruzense,A+NA:mp:fp
verbo-nominal,verbo-nominal,A+NA:ms:fs
verde-abacate,verde-abacate,A+NN:ms:mp:fs:fp
verde-amarelo,verde-amarelo,A+NA:ms
verde-amarelos,verde-amarelo,A+NA:mp
verde-clara,verde-claro,A+NA:fs
verde-claras,verde-claro,A+NA:fp
verde-claro,verde-claro,A+NA:ms
verde-claros,verde-claro,A+NA:mp
verde-escuro,verde-escuro,A+NA:ms
verde-escuros,verde-escuro,A+NA:mp
verde-esmeralda,verde-esmeralda,A+NN:ms:fs
verde-esmeralda,verde-esmeralda,N+NN:ms
verde-garrafa,verde-garrafa,A+NN:ms:fs
verde-garrafa,verde-garrafa,N+NN:ms
verde-mar,verde-mar,N+NN:ms
verde-musgo,verde-musgo,N+NN:ms
verde-piscina,verde-piscina,A+NN:ms:fs
verde-piscina,verde-piscina,N+NN:ms
verde-água,verde-água,A+NN:ms:mp:fs:fp
verdes-esmeralda,verde-esmeralda,A+NN:mp:fp
verdes-esmeralda,verde-esmeralda,N+NN:mp
verdes-esmeraldas,verde-esmeralda,A+NN:mp:fp
verdes-esmeraldas,verde-esmeralda,N+NN:mp
verdes-garrafa,verde-garrafa,A+NN:mp:fp
verdes-garrafa,verde-garrafa,N+NN:mp
verdes-garrafas,verde-garrafa,A+NN:mp:fp
verdes-garrafas,verde-garrafa,N+NN:mp
verdes-mar,verde-mar,N+NN:mp
verdes-mares,verde-mar,N+NN:mp
verdes-musgo,verde-musgo,N+NN:mp
verdes-musgos,verde-musgo,N+NN:mp
verdes-piscina,verde-piscina,A+NN:mp:fp
verdes-piscina,verde-piscina,N+NN:mp
verdes-piscinas,verde-piscina,A+NN:mp:fp
verdes-piscinas,verde-piscina,N+NN:mp
via-crúcis,via-crúcis,N+NA:fs
via-láctea,via-láctea,N+NA:fs
via-sacra,via-sacra,N+NA:fs
vias-sacras,via-sacra,N+NA:fp
vice-almirante,vice-almirante,N+XN:ms
vice-almirantes,vice-almirante,N+XN:mp
vice-campeonato,vice-campeonato,N+XN:ms
vice-campeã,vice-campeão,A+XA:fs
vice-campeão,vice-campeão,A+XA:ms
vice-campeãs,vice-campeão,A+XA:fp
vice-campeões,vice-campeão,A+XA:mp
vice-chanceler,vice-chanceler,N+XN:ms
vice-chanceleres,vice-chanceler,N+XN:mp
vice-comissário,vice-comissário,N+XN:ms
vice-comissários,vice-comissário,N+XN:mp
vice-comodoro,vice-comodoro,N+XN:ms
vice-comodoros,vice-comodoro,N+XN:mp
vice-consulado,vice-consulado,N+XN:ms
vice-consulados,vice-consulado,N+XN:mp
vice-consular,vice-consular,A+XA:ms
vice-consulares,vice-consular,A+XA:mp
vice-cônsul,vice-cônsul,N+XN:ms
vice-cônsules,vice-cônsul,N+XN:mp
vice-diretor,vice-diretor,N+XN:ms
vice-diretora,vice-diretor,N+XN:fs
vice-diretoras,vice-diretor,N+XN:fp
vice-diretores,vice-diretor,N+XN:mp
vice-governador,vice-governador,N+XN:ms
vice-governadores,vice-governador,N+XN:mp
vice-governança,vice-governança,N+XN:fs
vice-governanças,vice-governança,N+XN:fp
vice-legado,vice-legado,N+XN:ms
vice-legados,vice-legado,N+XN:mp
vice-legação,vice-legação,N+XN:fs
vice-legações,vice-legação,N+XN:fp
vice-liderança,vice-liderança,N+XN:fs
vice-lideranças,vice-liderança,N+XN:fp
vice-líder,vice-líder,N+XN:ms
vice-líderes,vice-líder,N+XN:mp
vice-mordomo,vice-mordomo,N+XN:ms
vice-mordomos,vice-mordomo,N+XN:mp
vice-presidenciais,vice-presidencial,A+XA:mp:fp
vice-presidencial,vice-presidencial,A+XA:ms:fs
vice-presidente,vice-presidente,N+XN:ms:fs
vice-presidentes,vice-presidente,N+XN:mp:fp
vice-presidência,vice-presidência,N+XN:fs
vice-presidências,vice-presidência,N+XN:fp
vice-primeiro-ministro,vice-primeiro-ministro,N+XAN:ms
vice-primeiros-ministros,vice-primeiro-ministro,N+XAN:mp
vice-reais,vice-real,A+XA:mp:fp
vice-real,vice-real,A+XA:ms:fs
vice-rei,vice-rei,N+XN:ms
vice-reinado,vice-reinado,N+XN:ms
vice-reinados,vice-reinado,N+XN:mp
vice-reis,vice-rei,N+XN:mp
vice-reitor,vice-reitor,N+XN:ms
vice-reitorado,vice-reitorado,N+XN:ms
vice-reitorados,vice-reitorado,N+XN:mp
vice-reitorais,vice-reitoral,A+XA:mp:fp
vice-reitoral,vice-reitoral,A+XA:ms:fs
vice-reitores,vice-reitor,N+XN:mp
vice-reitoria,vice-reitoria,N+XN:fs
vice-reitorias,vice-reitoria,N+XN:fp
vice-secretária,vice-secretário,N+XN:fs
vice-secretárias,vice-secretário,N+XN:fp
vice-secretário,vice-secretário,N+XN:ms
vice-secretários,vice-secretário,N+XN:mp
vice-versa,vice-versa,ADV+NN
vigário-geral,vigário-geral,N+NA:fs
vigário-geral,vigário-geral,N+NA:ms
vigários-gerais,vigário-geral,N+NA:mp
villa lobos,villa lobos,N:ms
vinte-e-quatro,vinte-e-quatro,N+DETCONJDET:ms:mp
vinte-e-um,vinte-e-um,N+DETCONJDET:ms:mp
vira-casaca,vira-casaca,N+VN:ms:fs
vira-casacas,vira-casaca,N+VN:mp:fp
vira-lata,vira-lata,N+VN:ms
vira-latas,vira-lata,N+VN:mp
vira-mexe,vira-mexe,N+VV:ms:fs
vira-mexes,vira-mexe,N+VV:mp:fp
vira-volta,vira-volta,N+VV:fs
vis-à-vis,vis-à-vis,ADV+NPN
vis-à-vis,vis-à-vis,N+NPN:ms:mp:fs:fp
vitória-régia,vitória-régia,N+NN:fs
vitórias-régias,vitória-régia,N+NN:fp
viúva-alegre,viúva-alegre,N+NA:fs
viúva-negra,viúva-negra,N+NA:fs
viúvas-alegres,viúva-alegre,N+NA:fp
viúvas-negras,viúva-negra,N+NA:fp
vo-la,vo-lo,PRO+PDem:ms
vo-las,vo-lo,PRO+PDem:fp
vo-lo,vo-lo,PRO+PDem:ms
vo-los,vo-lo,PRO+PDem:mp
voa-pé,voa-pé,N+VN:ms
voa-pés,voa-pé,N+VN:mp
volta-grandense,volta-grandense,A+NA:ms:fs
volta-grandenses,volta-grandense,A+NA:mp:fp
volta-redondense,volta-redondense,A+NA:ms:fs
volta-redondenses,volta-redondense,A+NA:mp:fp
várzea-grandense,várzea-grandense,A+NA:ms:fs
várzea-grandenses,várzea-grandense,A+NA:mp:fp
walkie-over,walkie-over,N+VADV:ms
walkie-talkie,walkie-talkie,N+VV:ms
watt-hora,watt-hora,N+NN:ms
watt-horímetro,watt-horímetro,N+NN:ms
watt-segundo,watt-segundo,N+NN:ms
watts-horas,watt-hora,N+NN:mp
watts-horímetros,watt-horímetro,N+NN:mp
watts-segundos,watt-segundo,N+NN:mp
week-end,week-end,N+NN:ms
white-collar,white-collar,A+AN:ms:fs
xeque-mate,xeque-mate,N+NN:ms
xeques-mate,xeque-mate,N+NN:mp
xeques-mates,xeque-mate,N+NN:mp
yin-yang,yin-yang,N+NN:ms
zelador-de-inquice,zelador-de-inquice,N+NDN:ms
zelador-de-santo,zelador-de-santo,N+NDN:ms
zeladores-de-inquice,zelador-de-inquice,N+NDN:mp
zeladores-de-santos,zelador-de-santo,N+NDN:mp
zen-budismo,zen-budismo,N+NN:ms
zen-budismos,zen-budismo,N+NN:mp
zen-budista,zen-budista,A+NA:ms:fs
zen-budistas,zen-budista,A+NA:mp:fp
zero-quilômetro,zero-quilômetro,A+DETN:ms:mp:fs:fp
zé-dos-anzóis,zé-dos-anzóis,N+NPN:ms
zé-maria,zé-maria,N+NN:ms
zé-ninguém,zé-ninguém,N+NPRO:ms
zé-pereira,zé-pereira,N+NN:ms
zé-pereiras,zé-pereira,N+NN:mp
zé-povinho,zé-povinho,N+NN:ms
zé-povinhos,zé-povinho,N+NN:mp
zé-povo,zé-povo,N+NN:ms
zé-povos,zé-povo,N+NN:mp
zé-pregos,zé-pregos,N+NN:ms:mp
zés-dos-anzóis,zé-dos-anzóis,N+NPN:mp
zés-ninguém,zé-ninguém,N+NPRO:mp
zés-ninguéns,zé-ninguém,N+NPRO:mp
à-propos,à-propos,N+PN:ms
à-toa,à-toa,A+PN:ms:mp:fs:fp
à-vontade,à-vontade,N+PN:ms
à-vontades,à-vontade,N+PN:mp
á-bê-cê,á-bê-cê,N+NNN:ms
á-bê-cês,á-bê-cê,N+NNN:mp
á-é-i-ó-u,á-é-i-ó-u,N+NNNNN:ms:mp
ágnus-dei,ágnus-dei,N+NN:ms
ágnus-deis,ágnus-dei,N+NN:mp
água-boense,água-boense,A+NA:ms:fs
água-boenses,água-boense,A+NA:mp:fp
água-branquense,água-branquense,A+NA:ms:fs
água-branquenses,água-branquense,A+NA:mp:fp
água-bruta,água-bruta,N+NA:fs
água-clarense,água-clarense,A+NA:ms:fs
água-clarenses,água-clarense,A+NA:mp:fp
água-com-açúcar,água-com-açúcar,A+NPN:ms:mp:fs:fp
água-compridense,água-compridense,A+NA:ms:fs
