canonical_form,graph_id
carreira,N101D029
carreirismo,N001
carreta,N101
carretagem,N108
carretel,N011
carretilha,N101
carreto,N001
carretão,N002
carril,N010
carrilhão,N002
carriola,N101
carriça,N101
carro,N001D026A01
carroceiro,N001
carroceria,N101
carrossel,N011
carroça,N101D042
carroçada,N101
carroçaria,N101
carroção,N002
carruagem,N108
carrying,N004
carta,N101D029
cartada,N101
cartaginês,N228
cartaz,N003
carteado,N001
carteira,N101D029
carteiro,N001
cartel,N011
cartela,N101
cartesianismo,N001
cartilagem,N108
cartilha,N101
cartografia,N101
cartola,N301
cartolina,N101
cartomancia,N101
cartomante,N301
cartucheira,N101
cartucho,N001
cartum,N008
cartunista,N301
cartão,N002D006
cartógrafo,N001
cartório,N001
caruaru,N004
caruncho,N001
caruru,N001
carvalhal,N007
carvalho,N001D026
carvoaria,N101
carvão,N002
cará,N001D008
caráter,N004
carão,N002
carência,N101
carícia,N101
carótida,N101
carúncula,N101
casa,N101D152A30
casaca,N301D039
casaco,N001D037A01
casado,N001D026
casal,N007D077
casalejo,N001
casamata,N101
casamento,N001
casaria,N101
casario,N001
casca,N101D097A31
cascalheira,N101
cascalho,N001D026A01
cascaria,N101
cascata,N101D029
cascavel,N309
casco,N001D037
cascudo,N001D026
caseadeira,N101
caserna,N101
caseína,N101
cashmere,N001
casimira,N101
casinhola,N101
casmurrice,N101
caso,N001
caspa,N101
casquete,N201
cassa,N101
cassação,N102
cassete,N001
cassetete,N001
cassino,N001
cassiterita,N101
castanhal,N007
castanheira,N101
castanheiro,N001
castanholas,N105
castelo,N001D026
castidade,N101
castigo,N001
castilhismo,N001
castiçal,N007
castor,N003
castrador,N218
castração,N102
castro,N001
castão,N002
casualidade,N101
casuarina,N101
casula,N101
casulo,N001
casuísmo,N001
casório,N001
cata,N101
catabatismo,N001
catabolismo,N001
cataclismo,N001
catacrese,N101
catacumba,N101
catadeira,N101
catadupa,N101
catafalco,N001
catafilo,N001
catalepsia,N101
catalisação,N102
catalogação,N102
catamênio,N001
cataplasma,N101
catapora,N101
catapulta,N101
catar,N003
catarata,N101
catarreira,N101
catarro,N001
catarse,N101
catatau,N001
catatonia,N101
catatua,N101
catação,N102
catch,N004
catecismo,N001
catecolamina,N101
catecumenato,N001
catecúmeno,N001
categorema,N001
categoria,N101
categorização,N102
categute,N001
catenária,N101
catequese,N101
catequização,N102
cateretê,N001
catering,N004
caterva,N101
catete,N001D026
cateter,N003
cateterismo,N001
cateto,N001D026
catimbozeiro,N001
catinga,N101
catingal,N007
catira,N402
cativeiro,N001
catléia,N101
catodo,N001
catolicismo,N001
catopé,N001
catorze,N001
catraca,N101
catraia,N101
catraieiro,N001
catre,N001
catuaba,N301
catumbi,N001
caturrice,N101
caturrismo,N001
catáclase,N101
catáfora,N101
catálise,N101
catálogo,N001
catártico,N201
catástrofe,N101
caubói,N001
caucho,N001
caucus,N004
cauda,N101
caudilhismo,N001
caudilho,N001
caudículo,N001
cauim,N008
caule,N001
caulificação,N102
caulifloria,N101
caulim,N008
cauloma,N001
caulículo,N001
caulídeo,N001
caulóide,N001
causa,N101
causalidade,N101
causerie,N101
causeur,N004
causeuse,N101
causo,N001
causídico,N001
cautchu,N001
cautela,N101
cauterização,N102
cautério,N001
caução,N102
cavaca,N101
cavaco,N001D037
cavadeira,N101
cavalaria,N301
cavalariano,N001
cavalariça,N101
cavalete,N001
cavalgadura,N101
cavalhada,N101
cavalheirismo,N001
cavalo,N201D081A27
cavanhaque,N001
cavação,N102
caveira,N101D029
caverna,N101
caviar,N003
cavidade,N101
cavilação,N102
cavilha,N101
cavitação,N102
cavouco,N001
cavum,N004
caxambu,N001
caxeta,N101
caxinguelê,N001
caxumba,N101
cazuza,N001D028
caça,N101
caçamba,N101
caçapa,N101
caçapo,N001
caçarola,N101
caçoleta,N101
caçoísta,N301
cação,N002
caíque,N001
cebola,N101D081A01
cebolada,N101
cebolal,N007
ceceio,N001
cecidiófito,N001
ceco,N001
cecídeo,N001
cedilha,N101
cedro,N001D026A01
cefalotórax,N022
cefaléia,N101
cefalópode,N001
cefeída,N101
cefálio,N001
cego,N201D101
cegonha,N101
cegueira,N101
ceia,N101
ceifa,N101
ceifadeira,N101
cela,N101D029
celebração,N102
celebridade,N101
celeiro,N001
celeridade,N101
celescópio,N001
celeuma,N101
celibato,N001
celofane,N001
celoma,N101
celulite,N101
celulose,N101
celulóide,N001
celóstato,N001
cemitério,N001
cena,N101D029
cenarista,N301
cenho,N001
cenobiose,N101
cenobita,N301
cenografia,N101
cenoura,N101D029
censo,N001
censor,N218
censura,N101
censurabilidade,N101
centauro,N001
centavo,N001
centelha,N101
centena,N101
centigrama,N001
cento,N001D026
centopéia,N101
central,N107
centralidade,N101
centralismo,N001
centralização,N102
centrifugação,N102
centro,N001D026
centroavante,N001
centromédio,N001
centríolo,N001
centróide,N001
centrômero,N001
centurião,N002
centésimo,N201
centígrado,N001
centímetro,N001
centúria,N101
cenáculo,N001
cenóbio,N001
cenógrafo,N001
cepa,N101
cepilho,N001
cepo,N001
cepticismo,N001
cera,N101
cerca,N101
cercado,N001D026
cercadura,N101
cercania,N101
cerceamento,N001
cerceio,N001
cerco,N001
cercosporiose,N101
cerda,N101
cerebelo,N001
cerebroma,N001
cerebrose,N101
cerebrógrafo,N001
cerebrômetro,N001
cereja,N101
cerejeira,N101
cerificação,N102
cerimônia,N101
cerne,N001
ceroula,N101
cerramento,N001
cerração,N102
cerro,N001
certame,N001
certeza,N101
certidão,N102
certificado,N001
certificação,N102
cerume,N001
cerva,N101
cerveja,N101D029
cervejaria,N101
cerviz,N103
cervo,N001
cerzideira,N101
cerzidura,N101
cerzimento,N001
cerídeo,N001
cerúmen,N037
cessação,N102
cessão,N102
cesta,N301D030
cesteiro,N001
cesto,N001D026A01
cesura,N101
ceticismo,N001
cetim,N008
cetona,N101
cetra,N101
cetro,N001
ceva,N101
cevadeira,N101
cevado,N201D081
cevadouro,N001
cevo,N001
chacal,N007
chacareiro,N001
chacarola,N101
chacina,N101
chacota,N101
chacra,N301
chafariz,N003
chafurda,N101
chaga,N101
chalana,N101
chalaça,N101
chaleira,N101
chalé,N001D009
chama,N101
chamado,N201
chamalote,N101
chamamento,N001
chamariz,N003
chambre,N001
chamego,N001
chaminé,N101
champanha,N001
champanhe,N001
champignon,N001
chamuscadura,N101
chamusco,N001
chanana,N101
chance,N101D002
chancela,N101
chancelaria,N101
chanceler,N003
chanchada,N101
chanfradura,N101
chanfro,N001
chantagem,N108
chantili,N004
chantilly,N004
chapa,N301
chapada,N101D029A01
chapado,N001D026
chaparia,N101
chape,N001
chapelaria,N101
chapeleiro,N201
chapeleta,N101
chapéu,N001D140A40
chara,N101
charada,N101
charanga,N101
charco,N001
charge,N101
chargista,N301
charlatanice,N101
charlatanismo,N001
charlatão,N239
charme,N001D026
charneca,N101
charneira,N101
charola,N101
charque,N001
charqueador,N218
charqueação,N102
charrete,N101
charter,N004
charutaria,N101
charuteira,N101
charuteiro,N001
charuto,N001D026
chasco,N001
chassi,N001
chateaubriand,N004
chateaubriant,N004
chateação,N102
chatice,N101
chauvinismo,N001
chave,N101D029
chaveamento,N001
chaveira,N101
chaveiro,N001D026
chavão,N002
checagem,N108
checape,N001
cheda,N101
chefatura,N101
chefe,N201D081A27
chefia,N101
chega,N304
chegada,N101D029
chegança,N101
cheiro,N001D026
chemise,N001
cheque,N001
cherimólia,N101
cherry,N004
chiadeira,N101
chiado,N201
chiante,N101
chibata,N101
chibatada,N101
chibo,N201
chicana,N101
chicle,N001
chiclete,N001D026
chicote,N001
chicória,N101
chifre,N001
chifrier,N004
chilenas,N105
chilique,N001
chilreio,N001
chimango,N001
chimarra,N101
chimarrita,N101
chimpanzé,N001
china,N101D029
chincha,N101
chinchila,N101
chinchorro,N001
chinela,N101
chinelada,N101
chinelo,N001
chinesice,N101
chio,N001
chip,N001
chipanzé,N001
chippendale,N001
chiqueira,N101
chiqueiro,N001D026
chiquê,N001
chispa,N101
chispe,N001
chiste,N001
chita,N101
chitão,N002
chocadeira,N101
chocagem,N108
chocalho,N001
chocarrice,N101
chocolataria,N101
chocolate,N001
chocolateira,N101
chocolateiro,N001
chofer,N003
chofre,N001
chopa,N101
chope,N001
choque,N001
choradeira,N101
choradinho,N201
choramingas,N306
choro,N001D026
choronas,N105
chororó,N001
chorrilho,N001
chorãozinho,N001
choupa,N101
choupal,N007
choupana,N101
choupo,N001
chouriça,N101
chouriçada,N101
chouriço,N001
choça,N101
chucha,N101
chuchu,N301
chuchuzeiro,N001
chucrute,N001
chuleio,N001
chulice,N101
chulismo,N001
chulé,N001
chumaço,N001
chumbo,N001D026
chupadela,N101
chupança,N101
chupeta,N101D029
chupim,N008
churrascaria,N101
churrasco,N001D037
churrasqueada,N101
churrasqueira,N101
churrasqueiro,N001
churrião,N002
chute,N001A01
chuteira,N101
chuva,N101D029
chuvarada,N101
chuveiro,N001D026A01
chuvisco,N001
chuvisqueiro,N001
chuço,N001
chá,N001D008
chácara,N101D060
chávena,N101
chão,N001
chômage,N001
cianeto,N001
cianofícea,N101
cianose,N101
cianureto,N001
ciberespaço,N001
cibório,N001
cicadale,N101
cicatriz,N103
cicatrização,N102
cicatrícula,N101
cicerone,N001
cicio,N001
ciclagem,N108
ciclismo,N001
ciclista,N301
ciclo,N001
ciclohexanona,N101
ciclometria,N101
ciclomotor,N003
ciclone,N001
ciclope,N001
ciclotron,N001
ciclovia,N101
cicrano,N201
cicuta,N101
cidadania,N101
cidade,N101D002
cidadela,N101
cidadão,N240
cidra,N101
cidreira,N101
cientificidade,N101
cientificismo,N001
cientificista,N301
cientista,N301
cifose,N101
cifra,N101
cifrão,N002
cifélio,N001
ciganada,N101
ciganaria,N101
ciganice,N101
cigarra,N101D029
cigarrilha,N101
cigarro,N001D026
cilada,N101
cilha,N101
cilindragem,N108
cilindro,N001
cilioflagelada,N101
cilício,N001
cilíolo,N001
cima,N101
cimalha,N101
cimba,N101
cimeira,N101
cimentação,N102
cimento,N001
cimitarra,N101
cimo,N001
cimácio,N001
cinamomo,N001
cincerro,N001
cincha,N101
cincho,N001
cinchona,N101
cinchonina,N101
cinco,N001
cine,N001
cineangiocardiografia,N101
cineasta,N301
cineclube,N001
cinecoronariografia,N101
cinegrafista,N301
cinema,N001
cinemateca,N101
cinematografia,N101
cinematógrafo,N001
cinescópio,N001
cinese,N101
cinetócoro,N001
cinismo,N001
cinocéfalo,N001
cinorródio,N001
cinosura,N101
cinqüenta,N001
cinqüentenário,N201
cinta,N101
cintado,N001
cintilação,N102
cinto,N001D026
cintura,N101D029
cinturão,N002
cinza,N101
cinzeiro,N001
cinzel,N011
cinzeladura,N101
cinzelamento,N001
cinórrodo,N001
cio,N001
cioba,N101D029
ciografia,N101
ciperale,N101
cipoada,N101
cipoal,N007
cipreste,N001
cipó,N001
ciranda,N101D029
circo,N001D037
circuito,N001
circulação,N102
circunavegador,N218
circunavegante,N301
circunavegação,N102
circuncentro,N001
circuncisão,N102
circunferência,N101
circunlocução,N102
circunlóquio,N001
circunscrição,N102
circunspeção,N102
circunstância,N101
circunvizinhança,N101
circunvolução,N102
cirro,N001
cirrose,N101
cirurgia,N101
cirurgião,N238
cisalhamento,N001
ciscalhada,N101
cisco,N001
cisma,N101
cisne,N001D001
cissiparidade,N101
cissura,N101
cisterna,N101
cisticerco,N001
cistina,N101
cistite,N101
cisto,N001
cistocarpo,N001
cistoflagelado,N001
cistócito,N001
cistólito,N001
cisão,N102
citação,N102
citocinese,N101
citologia,N101
citomerismo,N001
citoplasma,N001
citosina,N101
citotaxia,N101
citotese,N101
citozóico,N001
citricultor,N218
citricultura,N101
citro,N001
citronela,N101
city,N104
citódio,N001
ciumaria,N101
ciumeira,N101
civilidade,N101
civilismo,N001
civilização,N102
civismo,N001
cizânia,N101
ciátio,N001
ciência,N101
ciúme,N001
cladódio,N001
clamidósporo,N001
clamor,N003
clandestinidade,N101
claque,N101
clara,N101
clarabóia,N101
clareação,N102
clareira,N101
clareza,N101
claridade,N101
clarificação,N102
clarim,N307
clarinada,N101
clarineta,N101
clarinete,N301
clarinetista,N301
clarividência,N101
clarão,N002
classe,N101
classema,N001
classicismo,N001
classicista,N301
classificação,N102
claudicação,N102
claustra,N101
claustro,N001
claustrofobia,N101
clausura,N101
clava,N101
clave,N101
clavícula,N101
clematite,N101
clemência,N101
cleptomania,N101
cleptomaníaco,N001
clericalismo,N001
clericato,N001
clero,N001
cleromancia,N101
cleromante,N301
clicheria,N101
clichê,N001
cliente,N301
clientela,N101
clientelismo,N001
clima,N001
climatização,N102
climatologia,N101
climatério,N001
clinato,N001
cline,N001
clinândrio,N001
clipe,N001
clister,N003
clitóris,N006
clivagem,N108
clivo,N001
cloaca,N101
cloasma,N001
clochard,N004
clonagem,N108
clone,N001
cloral,N007
clorato,N001
cloração,N102
clorela,N101
cloreto,N001
clorita,N101
clorito,N001
cloro,N001
clorocisto,N001
clorofila,N101
clorofilase,N101
cloroformização,N102
clorofórmio,N001
cloroleucito,N001
cloroplasto,N001
clorênquima,N001
close,N001
closet,N004
clou,N004
clown,N001
clube,N001D026
cluster,N003
cláusula,N101
clã,N001
clérigo,N001
clímax,N022
clínica,N101
cnidoblasto,N001
coabitação,N102
coadjutoria,N101
coadjuvação,N102
coadura,N101
coagulação,N102
coala,N001
coalhadura,N101
coalheira,N101
coalho,N001
coalizão,N102
coatá,N301
coaxo,N001
coação,N102
cobaia,N101
cobalto,N001
cobardia,N101
coberto,N201
cobertor,N003
cobertura,N101
cobiça,N101
cobra,N101D029A01
cobrador,N218
cobrança,N101
cobre,N001
cobreira,N101
cobreiro,N001
cobrelo,N001
cobro,N001
coca,N101
cocada,N101D029
cocar,N003
cocaína,N101
coceira,N101
cocha,N101
coche,N001
cocheiro,N201
cochicho,N001
cochilo,N001
cochinilha,N101
cocho,N001
cochonilha,N101
cociente,N001
coco,N001D037
cocoricó,N001
cocorocó,N001
cocorote,N001
cocu,N004
cocuruta,N101
cocuruto,N001
cocção,N102
codeína,N101
codicilo,N001
codificador,N003
codificação,N102
codinome,N001
codorna,N101
codorniz,N103
coeficiente,N001
coelho,N201D081
coempção,N102
coentro,N001
coenzima,N101
coerção,N102
coerência,N101
coesão,N102
coexistência,N101
cofre,N001D026
cogitação,N102
cognado,N001
cognação,N102
cognitivismo,N001
cognição,N102
cognome,N001
cognominação,N102
cogote,N001
cogumelo,N001D001
coibição,N102
coice,N001
coifa,N101
coincidência,N101
coiote,N001
coisa,N101D029
coita,N101
coito,N001
coivara,N101
coió,N001
cola,N401
colaboracionismo,N001
colaboracionista,N301
colaboração,N102
coladeira,N101
colador,N003
colagem,N108
colante,N001
colapso,N001
colar,N003
colarinho,N001
colateralidade,N101
colação,N102
colcha,N101
colcheia,N101
colcheta,N101
colchete,N001
colchoaria,N101
colchoeiro,N001
colchão,N002
coldre,N001
colecionador,N218
colecionamento,N001
colecionação,N102
coleciste,N101
colega,N301D030
coleguismo,N001
coleio,N001
coleira,N301D028
coleorriza,N101
colesterol,N012
coleta,N101D029
colete,N001D026
coletividade,N101
coletivismo,N001
coletivização,N102
coletoria,N101
coletânea,N101
coleção,N102
coleóptilo,N001
colhedeira,N101
colheita,N101
colheitadeira,N101
colher,N103
colherada,N101
colhereiro,N001
colhimento,N001
colibri,N001
coligação,N102
colimação,N102
colina,N101
colinearidade,N101
colisão,N102
colite,N101
collant,N004
colmeeiro,N201
colmo,N001
colméia,N101
colo,N001
colocador,N003
colocação,N102
colocíntida,N101
colombina,N101
colonialismo,N001
colonização,N102
colonião,N002
colono,N201
coloquialismo,N001
colorau,N001
coloração,N102
colorização,N102
colosso,N001
colostro,N001
colpite,N101
colpo,N001
columbofilia,N101
columela,N101
coluna,N101
colunata,N101
coluneta,N101
colunista,N301
colusão,N102
colágeno,N001
colégio,N001
colênquima,N001
colírio,N001
colón,N001
colóquio,N001
colônia,N101
coma,N301
comadre,N101D029
comandante,N201
comandita,N101
comando,N001
comandância,N101
comarca,N101
combate,N001
combatividade,N101
combinação,N102
comboieiro,N001
comboio,N001
combustor,N003
combustão,N102
comedeira,N101
comedela,N101
comedia,N101
comediante,N301
comedimento,N001
comediógrafo,N001
comedoria,N101
comedouro,N001
comemorativo,N001
comemoração,N102
comenda,N101
comendador,N218
comenos,N006
comensal,N308
comensalismo,N001
comensurabilidade,N101
comentarista,N301
comentário,N001
comercialização,N102
comerciário,N001
comes,N005
comestibilidade,N101
comestível,N007
cometa,N001D001
cometimento,N001
comezaina,N101
começo,N001
comichão,N102
comicidade,N101
comida,N101
comida,N101D029
comilança,N101
cominação,N102
cominho,N001
comiseração,N102
comissariado,N001
comissariaria,N101
comissura,N101
comissário,N201
comissão,N102
comitiva,N101
comitê,N001
commodities,N005
comodato,N001
comodatário,N201
comodidade,N101
comodismo,N001
comoção,N102
compacidade,N101
compactação,N102
compadecimento,N001
compadre,N001
compadrice,N101
compadrio,N001
compaginação,N102
compaixão,N102
companheirismo,N001
companheiro,N201
companhia,N101
comparabilidade,N101
comparatismo,N001
comparação,N102
comparecimento,N001
comparsa,N301
comparsaria,N101
compartilhamento,N001
compartimentagem,N108
compartimento,N001
compasso,N001
compatibilidade,N101
compenetração,N102
compensação,N102
competitividade,N101
competição,N102
competência,N101
compilador,N003
compilação,N102
compita,N101
complacência,N101
compleição,N102
complementaridade,N101
complementação,N102
